UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,ProcessedTweet
23346,68298,,24-03-2020,[RD] An American living in  ...,Neutral,An American in
37776,82728,,08-04-2020,[RD] Why is #Toiletpaper so expensive at #Publix ?  Is this #PriceGouging ? #coronavi...,Neutral,Why is #Toiletpaper so expensive at #Publix ? this ? #covid #stayhome
26470,71422,,25-03-2020,[RD] https://t.co/EVpYYunrlp Media Advisory: Consumer Financial Protection Bureau Res...,Neutral,http Media Advisory: Consumer Protection Bureau Resources for Consumers During covid Pandemic
42868,87820,"Quito, Ecuador",12-04-2020,"[RD] Woke up early to make the line at the supermarket. 

#Covid_19 #HappyEaster ...",Neutral,up early to make the at the supermarket. #covid #HappyEaster http
44931,89883,"Mumbai, India",14-04-2020,[RD] Question on @Quora: Is there any way to buy and sell this commodity or other com...,Neutral,Question on Is there any way to buy and sell this commodity or other commodities on the stock exchange? http #covid #covid #StockMarket #crude #BrentOil #stocks #tradingstrategy #Commodities #OilPriceWar #oilprice
24645,69597,India,25-03-2020,[RD] 5 Patronise upmarket shelves in kirana stores supermarket Like buy Barilla pasta...,Neutral,5 Patronise upmarket shelves in kirana stores supermarket Like buy pasta and leave atta 6 those ridiculously artisanal dahi ghee everything organic Spare regular Amul Mother Dairy Safal stuff
5549,50501,"Carlow / Kilkenny, Ireland",17-03-2020,[RD] Adjusted opening hours. Phone calls. Video conferences. Working from home. Shopp...,Neutral,Adjusted opening hours. Phone Video conferences. Working from Shopping online. Different means of together a nation by staying apart from each other. #covid #covid
40831,85783,"Albuquerque, NM",10-04-2020,[RD] 5 Ways Consumers are Shopping Amid the Pandemic - https://t.co/31b6tvDK87 - @Spe...,Neutral,Ways Consumers Shopping Amid the Pandemic - http - @user
25993,70945,"Mamaroneck, NY",25-03-2020,[RD] Former official amp dean of School of Health Sciences amp Practice Robert W Amle...,Neutral,official amp dean School of Health Sciences amp Practice W Amler M D M B A suggests changing clothes after being in a crowded area
29805,74757,Hong Kong,01-04-2020,"[RD] Coronavirus: From China to the US, consumer behaviour radically altered as world...",Neutral,"covid: From China to the consumer behaviour radically altered as world into Âsurvival modeÂ, ?@Cissy_chow? #china China #covid #ChinaVirus #covid #covid http"
9414,54366,Deep in the Heart of TEXAS,19-03-2020,[RD] I NEVER expected to be waiting in line to enter a grocery store. #coronavirus...,Neutral,I expected to be waiting in line to enter a grocery store. #covid
14327,59279,"New York, USA",20-03-2020,[RD] #coronavirus current state of grocery store in hudson valley NY https://t.co/1Pm...,Neutral,#covid current state of grocery store in NY http
28473,73425,Los Angeles,27-03-2020,[RD] Latino supermarket chains carnicerias liquor stores tienditas and gas station ma...,Neutral,supermarket chains carnicerias liquor stores tienditas and gas station markets have long been heart of many neighborhoods in Los and now they re crucial to feeding people during the pandemic breaks it
30862,75814,,02-04-2020,"[RD] In a bid to speed up the nationÂs grocery delivery service, Boris Johnson has r...",Neutral,"In a bid to speed up nationÂs grocery service, Boris Johnson has recruited 1,000 in their Vauxhall Corsas. #StayHomeSaveLives #BorisOut #DailyBriefing #covid #covid #COVID #COVID?19 #covid #supermarket #panicbuyinguk #comedy"
41092,86044,N 26Â°32' 0'' / W 80Â°6' 0'',10-04-2020,[RD] We all have to do our part. #corona #coronavirus #thewalkingdead #toiletpaper  #...,Neutral,We all have to our part. #covid #covid #thewalkingdead #toiletpaper #facemask #staysafe #virus #whisperers #alpha #washyourhands #jamescapriophotography @ James Caprio Photography http
21211,66163,,23-03-2020,[RD] SOLD! My dad is a marketing genius. ? #coronavirus #COVID19 #lockdown #StayHome ...,Neutral,My is a genius. ? #covid #covid #lockdown #StayHome #COVID?19 #StayAtHome #poopchallenge #COVIDIOTS #CCPVirus #SocialDistance #CoronavirusOutbreak #toiletpaper http
42879,87831,"Lanark, Scotland",12-04-2020,[RD] Loo roll cake for my son! #looroll #toiletpaper #toiletroll #COVID19 #coronaviru...,Neutral,Loo roll cake for my son! #looroll #toiletpaper #toiletroll #covid #covid #panicbuy #cakeshop http
36848,81800,"USA, India",07-04-2020,[RD] How yogis sanitize hands ? ? #WorldHealthDay #HowdyModi #StayHomeStaySafe #Coron...,Neutral,How sanitize hands ?#WorldHealthDay #HowdyModi #StayHomeStaySafe #CoronaStopKaroNa #covid #covid #YogaWithModi #coronayoga #yogavideo http
35256,80208,Canada,06-04-2020,"[RD] Flour is the new toilet paper. Challah bake!
#coronavirus #stophoarding #bakeo...",Neutral,Flour the new toilet paper. bake! #covid #bakeoff #easterbreadtradition http
21450,66402,"Boise, ID",23-03-2020,[RD] How soap absolutely annihilates the coronavirus https://t.co/A8DlF4P4K9 #coronav...,Neutral,How annihilates the covid http
11357,56309,,19-03-2020,[RD] Stock markets fall back despite ECB's Â750bn coronavirus stimulus... #coronavir...,Neutral,Stock markets back despite ECB's Â750bn covid stimulus. #covid #COVID?19 #? #? #covid #covid #prepper #survival #bushcraft #RT http
32393,77345,"New Delhi, Delhi",04-04-2020,"[RD] COVID-19 forces Apple to temporarily close retail store in Italy
#COVID2019 #c...",Neutral,covid forces Apple to temporarily close retail store in Italy #covid http
17504,62456,USA,21-03-2020,"[RD] GROCERY STORE HACKS 
#coronavirus #CoronaVirusUpdate #CoronaCrisis 
#Coronav...",Neutral,GROCERY STORE HACKS #covid #CoronaCrisis (hea!th)
22242,67194,"California, USA",23-03-2020,"[RD] A message for those still hoarding toilet paper.
https://t.co/JjOfFTfb2T

...",Neutral,A message those still hoarding toilet paper. #STEVIED #Toiletpapershortage #covid #MusicVideo #covid #covid #toiletpaper #ToiletPaperPanic http
26395,71347,"Boston, MA",25-03-2020,"[RD] Getting social(ish) in the supermarket, the singles bar for the age of #coronavi...",Neutral,"Getting social(ish) in the supermarket, the singles bar for the of #covid: http"
7829,52781,,18-03-2020,"[RD] Only to the grocery store and doctor appointments. Otherwise, take caution and s...",Neutral,"Only to grocery store and appointments. Otherwise, take caution and sit your home. #kungfu #covid #ChineseCoronavirus #gloves http"
7130,52082,,18-03-2020,"[RD] This is the line to GET IN to the grocery store!@

 #coronavirus #COVID19 #w...",Neutral,This is the line to GET IN the grocery store!@ #covid #covid #wfh #QuarentineLife http
22006,66958,"Poplar, London",23-03-2020,[RD] Amid prices being hiked up in Tower Hamlets by local shops. Our Mayor has writte...,Neutral,Amid prices hiked up Tower Hamlets by Our Mayor has written shop owners and the prime minister - we need to stand as a community while we deal with the impact of http
32520,77472,,05-04-2020,[RD] RBC forecast for Canadian RE prices and updated affordability...,Neutral,RBC forecast for RE prices and updated affordability
41018,85970,Kuala Lumpur,10-04-2020,[RD] What are the exit scenarios and options for the telecom industry from #COVID?19?...,Neutral,"What are the scenarios and options for the telecom industry from #COVID?19? Its time to re-look at investment to recover, focusing on consumer behavior http http"
25327,70279,,25-03-2020,"[RD] in the near future till the covid -19 crises curbs down
 Narendra Modi Ji pls ...",Neutral,the near the covid crises curbs down Modi Ji pls exempt one month EMI for the citizens India Housing loans consumer loans personal loans tht no financial institutions or banks take any action penalties people are not able to Pls
40115,85067,"Nottingham, UK",09-04-2020,[RD] Covid-19: Every Boots that will shut as chain announces 60 closures https://t.co...,Neutral,covid: Every Boots that shut as chain announces closures http
22001,66953,"Fort Worth, TX",23-03-2020,"[RD] Check out todayÂs episode 
https://t.co/51WZHobvKV

#COVID?19 #coronaviru...",Neutral,Check out todayÂs episode https://t.co/51WZHobvKV #covid #church #proverbs31 #riseup #worship #toiletpaper #provide #family #spiritualfamily
6553,51505,The Netherlands,18-03-2020,[RD] NOT TO MENTION I work at a grocery store which is probably one of the little sto...,Neutral,NOT TO MENTION I work a grocery store is probably of the little stores open at the moment! I a lot of different people everyday and touch of stuff feel like I'm at 'higher' risk to get covid and now I'm just like . UGH
41824,86776,"Anytown, Anywhere",11-04-2020,"[RD] @patel4witham has just assured us that the #Police have all the #PPE they need....",Neutral,has just assured us that the #Police have all the #PPE they need. I family member on the front line in Police who cannot get hand sanitizer. is allegedly Ânot availableÂ ! #covid
11450,56402,"London, England",19-03-2020,[RD] @profdanhicks Perhaps there will be a new-found level of understanding and empat...,Neutral,there be a new-found level of understanding and empathy for #Cubans who have faced international sanctions resulting in similar supermarket scenes decades. #covid
24448,69400,,25-03-2020,[RD] News of the positive tests came on the same day Gov Charlie Baker issued a new p...,Neutral,News of the positive tests came on day Gov Charlie Baker issued a new public health order related to grocery stores a temporary ban reusable bags
44183,89135,"Portland, OR",13-04-2020,"[RD] Is meat the next American consumer hoarding focus? 
#coronavirus #COVID19
ht...",Neutral,meat the next American consumer focus? #covid #covid https://t.co/HZEzbSGQSz
21681,66633,,23-03-2020,[RD] To find out information on opening hours and Covid 19 measures in place in super...,Neutral,To find out information on opening hours and covid in place in supermarkets see our round up here
29313,74265,,01-04-2020,[RD] Webinar 4 2 3 30p ET Navigating Today s Marketing Landscape  Understand Consumer...,Neutral,Webinar 4 3 30p ET Navigating Today s Landscape Understand Consumer Advertiser Mindset In Plan Strategy In This Environment REGISTER HERE
13201,58153,Matter Doesn't Matter,20-03-2020,[RD] Cryptocurrencies rise $23.8 billion in 24 hours as #bitcoin jumps near 16% #Mark...,Neutral,rise billion in 24 hours as #bitcoin jumps near 16% #Markets #Ripple #Ethereum #covid #covid #Cryptocurrency #Bitcoin/USDBitstamp #Ether/USD #RippleXRP/USDBitstamp @user http http
13092,58044,France,20-03-2020,[RD] Outside the supermarket we are approximately 20 people waiting in a queue 3 5m a...,Neutral,Outside the supermarket we are approximately 20 people waiting in a queue 5m apart To enter supermarket you ask qui n el ltimo e who s last one in queue and your turn
26850,71802,,25-03-2020,[RD] Shopping online looking for my outfit for Easter Sunday??? #CoronavirusLockdown ...,Neutral,Shopping online looking for my outfit for Easter #CoronavirusLockdown #Covid19Out #covid #covid #TrumpPressConf #StayHome #SocialDistancing #onlineshopping http
44530,89482,India,13-04-2020,"[RD] Buy Home Cleaning Starting From At Rs.5/-
Valid till : Stock Lasts, *T&amp;c A...",Neutral,"Buy Home Cleaning Starting From At Valid till : Stock Lasts, Apply For more details & Shop Click :? https://t.co/OIJ0qMAm73 . #ToB #TobOffers #TheOffersBaba #OfferAisaFreeJaisa #ad #Amazon #covid #CoronaWarriors #MondayMotivaton #StayHome http"
23681,68633,"Trenton, NJ",24-03-2020,[RD] .@NJNaturalGas offers to help pay gas bills of those who experiencing unexpected...,Neutral,.@NJNaturalGas offers help pay gas bills of those who unexpected financial hardship because of the #covid via @user http
39144,84096,,09-04-2020,[RD] Hong Kong s Property Prices Fall By Up To 20 As The Jobless Ranks Swell Amid Cov...,Neutral,Kong s Property Prices By Up 20 As The Jobless Swell Amid covid Scamdemic
9471,54423,"Manila, Philippines",19-03-2020,[RD] LOOK: Shoppers keep their distance while waiting in line outside a supermarket i...,Neutral,Shoppers keep their while waiting in outside a supermarket in Quezon | via @user http
43617,88569,Internet,13-04-2020,"[RD] Printed store flyers may not come back as COVID-19 changes retail habits
https...",Neutral,Printed store flyers may not come back as covid retail habits https://t.co/P3wvfezD83 +1 EhBot #news
8599,53551,"Sydney, New South Wales",18-03-2020,[RD] Ebay has been urged to clamp down on people profitting from the Covid-19 outbrea...,Neutral,"Ebay has been urged to clamp down on people profitting from the covid outbreak as sellers inflate the prices of common household goods such as paper, antibacterial wipes. #covid #consumer #ecommerce Read more here: http"
33676,78628,Australia,06-04-2020,[RD] How soap absolutely annihilates the coronavirus https://t.co/KWz5C9nCKZ via @vox...,Neutral,How soap absolutely annihilates covid http via @user
24616,69568,Knightsbridge London SW1,25-03-2020,[RD] TARGET ADJUSTS REMODELING PLANS Target is scaling back its store investment plan...,Neutral,TARGET ADJUSTS PLANS Target scaling its store investment plans in the near in order to meet covid demands now expects to remodel less than half of 300 stores planned for 2020
11543,56495,"Atlanta, GA",19-03-2020,[RD] @Ms_Robertson84 Live streams? Sit in your car at grocery store and watch pattern...,Neutral,@user Live streams? Sit in your car at grocery store and of who goes in/out and how much they get if theyÂre protective devices. Interactions on social about covid versus covid.
8459,53411,"Halifax, England",18-03-2020,"[RD] #COVID19 could halt the rise in house prices ?
#coronavirus #housingmarket @My...",Neutral,could halt the rise in prices ? #covid @user
6338,51290,,17-03-2020,[RD] How to never run out of toilet paper #coronavirus #toiletpaper #WashYourHands ht...,Neutral,How to never run out toilet paper #covid #WashYourHands http
13024,57976,"Luton, England",20-03-2020,[RD] Rip off merchants #ripoff #merchants #prices #robbery #halal #haraam #haram #mea...,Neutral,Rip off merchants #ripoff #merchants #robbery #halal #haraam #meat #shopping #theft #inflated #covid #covid #covid #madness #selling #foodprice http
19581,64533,"City of London, London",22-03-2020,[RD] My garden is self-sufficient ... #StayAtHome #StayHomeSaveLives #coronavirus #to...,Neutral,My is self-sufficient . #StayAtHome #StayHomeSaveLives #covid #toiletpaper #humour http
24701,69653,,25-03-2020,[RD] Maintaining the Internal Market functional and consumer protection is key for th...,Neutral,Maintaining the Internal functional and consumer protection is key for the against covid In IMCO have therefore set out the main points that we consider at this protect public
42427,87379,"Stonehouse, Gloucestershire",11-04-2020,[RD] Lorry after lorry making supply chain deliveries for onward delivery to your loc...,Neutral,Lorry after making chain deliveries for onward to your #covid #workingforyou #dontpanicbuy #uktruckdrivers #truckinaround #truckerslife @ LIDL RDC http
21560,66512,,23-03-2020,[RD] Me after #Quarantine ??#toiletpaper #ToiletPaperPanic #ToiletPaperApocalypse #so...,Neutral,Me after #Quarantine #ToiletPaperPanic #ToiletPaperApocalypse #covid #covid #stay #home ? http
26710,71662,"Las Vegas, NV",25-03-2020,"[RD] If soap and water are not available, use an alcohol-based sanitizer that contain...",Neutral,"If soap and water not available, use an alcohol-based sanitizer that contains 60% alcohol #covid #covid #CoronavirusLockdown"
30388,75340,,02-04-2020,[RD] What s going on with gold prices people Is it time to invest in gold stocks or i...,Neutral,What s going on with gold prices people Is it time to in gold stocks or s too late
16258,61210,?? America ??,21-03-2020,"[RD] How do you think COVID-19 started?

#WuhanVirus #coronavirus #marketcrash #C...",Neutral,How do you think covid started? #WuhanVirus #covid #marketcrash #ChinaVirus #ChineseCoronaVirus #CDC #WashYourHandsÂ #water
8970,53922,,18-03-2020,[RD] Here is the consumer reports Corona virus website with Facts and only facts. htt...,Neutral,Here is consumer reports covid virus website with and facts. http
26187,71139,"Donegal, Ireland",25-03-2020,[RD] Final inspection of Protective Screens before fitting in city supermarket. Prote...,Neutral,Final inspection Screens fitting in city supermarket. Protecting #staff against #covid http
20157,65109,,22-03-2020,[RD] Had to wait in line to get into my supermarket. ThatÂs what itÂs come down to....,Neutral,Had to wait in to get my ThatÂs what itÂs come down to. #covid
40183,85135,wherevers not gonna get me hit,09-04-2020,[RD] I live in New York City and this is how my local grocery store is selling toilet...,Neutral,I live in New York City and this is how my local grocery store is selling paper now hey theyÂre fully stocked) #ToiletPaperPanic #ToiletPaperApocalypse #covid #CoronaVirusNYC http
34337,79289,"East Kilbride, Scotland, UK ",06-04-2020,[RD] BBC News - Waitrose staff told to make up time off for virus https://t.co/JgvcMB...,Neutral,News - Waitrose staff told to make up time off for virus http
11911,56863,Chennai,19-03-2020,"[RD] Consumer goods fly off the shelves as #coronavirus spreads in India
https://t....",Neutral,Consumer goods off the shelves #covid spreads in India https://t.co/bp0S7ZTuzf
28272,73224,"London, UK",26-03-2020,"[RD] Experts are predicting house price falls of 3% over the year, so what should buy...",Neutral,"Experts are predicting house price falls of 3% over the year, so what should buyers sellers do for now?#CoronaCrisis #covid https://t.co/dwtjYdEspb"
7970,52922,Wisconsin ,18-03-2020,"[RD] Grocery Delivery and Curbside Pickup Guide regarding to COVID-19:
?? Store hou...",Neutral,Grocery Delivery and Curbside Pickup Guide regarding to covid: ? Store hours have changed ? There be more out stock items ? There may be longer wait times https://t.co/bNsRHkUA3V
23759,68711,COMPLY2020,24-03-2020,[RD] Consumer Finance Monitor launches Banking and Consumer Financial Services COVIDÂ...,Neutral,Consumer launches Banking and Consumer Financial Services COVIDÂ19 Resource Center; Ballard Spahr to hold March 25 webinar for financial http
38635,83587,Paris France,08-04-2020,"[RD] #CoronaVirus #Kits !!! #Masks (3 ply), #HandSanitizer (75%) #LatexGloves, #Cover...",Neutral,"#covid #Kits ! (3 #HandSanitizer #LatexGloves, #DisinfectantWipes. Order Now ! (#Families #Corporations #hypebeast #AP #abcNews #Cnn #NewYork #Atlanta #StLouis #Denver #MTV #Mayors #TMZ) Visit: https://t.co/DcgBL2qZd8 http"
37667,82619,ORD ,08-04-2020,[RD] #FuelFact Did you know that in the U.S.Â 360 million gallons of gas are sold eve...,Neutral,#FuelFact Did you know that in the 360 million gallons of gas are sold every day?Â Gas prices #gastax #ElectricCar #fuel #roads #cstore a gallon for every person in the us per day or 360 gallons used per year person. Before the http
36890,81842,Australia,07-04-2020,[RD] COVID-19 is majorly contributing to the continuous cyclical downturn in wool pri...,Neutral,"covid majorly contributing to the continuous cyclical downturn in wool prices. The rising price cycle is predicted to however, it will not be a quick process. http http"
22512,67464,,23-03-2020,[RD] n IF DOCTORS N NURSES R WEARING GLOVES N MASK WHY RESTAURANT N GROCERY STORE EMP...,Neutral,n IF DOCTORS N NURSES R WEARING GLOVES N WHY RESTAURANT N GROCERY STORE R NOT WEARING GLOVES MASK
41324,86276,WorldWide,10-04-2020,"[RD] As the #Coronavirus crosses the world, our day-to-day lives are changing dramati...",Neutral,"As the #covid crosses the world, our day-to-day lives are changing Here is a close look at how itÂs impacting #consumertrends, how #businesses are adapting to these customer needs. http http"
20890,65842,Sheffield/Leeds,23-03-2020,[RD] The public think we are told something different We re not Police are being told...,Neutral,The we are told something different We re not Police are being told there s of food
41836,86788,"Galway, Ireland",11-04-2020,"[RD] Are you due a Covid-19 refund on health insurance, school fees, travel card or g...",Neutral,"Are you covid refund on health insurance, school travel card or gym? http"
20238,65190,"Its a scary place, my head. ",22-03-2020,[RD] 3 weeks ago a colleague was concerned about her upcoming visa renewal since brex...,Neutral,3 weeks ago a colleague was concerned about her upcoming renewal since brexit An Unskilled in a supermarket Today she and other colleagues are workers keeping the country ticking Skill isn t something decided paygrades
9204,54156,UK,19-03-2020,[RD] Anyone can report a business for over inflating prices on purpose because if the...,Neutral,Anyone report a business for over prices on purpose because if the outbreak Far too many companies are putting Report it
20756,65708,JAPAN,23-03-2020,[RD] This is the sort of thuggish behaviour supermarket staff are having to endure Th...,Neutral,This is sort thuggish behaviour supermarket staff are having to endure This was West Drayton London is diverse
25429,70381,"Massachusetts, USA",25-03-2020,[RD] Have people noticed stores are increasing prices for basic food/cleaning items? ...,Neutral,Have people stores are increasing prices for basic food/cleaning items? #covid
9626,54578,"London, England",19-03-2020,[RD] Steep declines for #LME base metals prices amid #coronavirus pandemic; #copper d...,Neutral,declines for #LME base metals prices amid pandemic; #copper since Jan https://t.co/Jui4eEWuPo http
37578,82530,United States,08-04-2020,[RD] Liquor Store Sales Boom While Bar Sales Bust During Pandemic: Take a look at the...,Neutral,Liquor Store Sales Boom While Sales Bust During Pandemic: Take a look at stats in this; sales are through the roof! http via @user
20079,65031,"Langtoun, UK",22-03-2020,[RD] Trend is already away from the high street and to online shopping. #Coronavirus ...,Neutral,is already away from the high and to online #covid pandemic may be the final nail in that coffin.
34228,79180,DC and worldwide,06-04-2020,[RD] Update April Impact of COVID19 on Artisanal Mining Communities Field gold prices...,Neutral,Update April of covid on Artisanal Mining Communities Field gold prices for the world s three artisanal gold regions are sharply down leaving rural communities less able buy essential basic staples
18036,62988,,21-03-2020,[RD] 2020: The year when my family chat jumps from gas prices to COVID-19 grocery sto...,Neutral,The when my family chat jumps from gas prices to covid grocery store stockpiling to how they complete the census #contamos2020 #wecount
14853,59805,,20-03-2020,[RD] @Tesco @AsdaServiceTeam @Morrisons @sainsburys @LidlGB @AldiUK Why am so seeing ...,Neutral,@user @user @user @user @user @user Why am so pictures of full supermarkets in Switzerland and Italy? #covid #coronavirusuk #panicshopping #panicbuying #Tesco #Morrisons #Sainsb
40289,85241,"Portland, OR",09-04-2020,[RD] https://t.co/xKdiWpiogY A site I would go back to...,Neutral,http A site go back
43288,88240,Hiding in my sock drawer,13-04-2020,[RD] Does anyone believe that post COVID 19 we will carry on economically or otherwis...,Neutral,Does believe that post covid we will carry on economically or otherwise as Consumer confidence be in the toilet and who will even have confidence in the country This last fiasco has left seriously in doubt of our own nation s stability
10440,55392,"Suva, Fiji",19-03-2020,[RD] The Fijian Competition and Consumer Commission is looking into how businesses ca...,Neutral,The Fijian Competition and Consumer Commission is into how businesses can mitigate the effects of #FBCNews #Fiji More: http http
30205,75157,Sudbury/Timmins/North Bay/Sault Ste. Marie,02-04-2020,[RD] Shoppers are facing empty shelves at some stores due to unprecedented demand eve...,Neutral,Shoppers are empty shelves some stores due to demand as grocers assure Canadians with the covid outbreak that plenty of new items are on the way and manufacturers say they have the materials need. https://t.co/FmPQ4oVmBV
3850,48802,"Ohio, USA",16-03-2020,"[RD] Everyone is closed, but we remain open because we are an emergency store. Thank ...",Neutral,"Everyone is closed, but we remain open because we are an emergency store. Thank your retail #covid #socialdistancing #retail http"
32726,77678,"Philadelphia, PA",05-04-2020,[RD] Gotta find little victories during #coronavirus ??????????. Got #toiletpaper for...,Neutral,Gotta find little victories during #covid Got #toiletpaper our house and my parents. filled my car with $2.10 premium gas. really have anywhere to go but I have a full tank of gas?. #socialdistancing #quarantine #itsthelittlethings http
28267,73219,Desolation Row,26-03-2020,[RD] #Coronavirus poll Are you going to the grocery store for food or having your foo...,Neutral,#covid poll Are you going the grocery store for food or having your food #lazyvulcanpolls
22735,67687,,24-03-2020,[RD] These shopping websites just need to say Âuse code Covid-19 fir additional savi...,Neutral,These shopping websites just need to say code covid fir additional ? because honey online is where at right here lately.
20924,65876,India,23-03-2020,"[RD] Dabur Sanitize #HandSanitizer 60%Alcohol Based

check Price- https://t.co/9j...",Neutral,Dabur Sanitize #HandSanitizer 60%Alcohol Based Price- http #covid #GoCorona #VirusProtection #Amazon #Amazon? #AmazonDeals #onlineshopping #onlineshop #shoponline #shop #ShopLocal #ShopeeMY #covid http
22770,67722,"South East, England",24-03-2020,[RD] They hiked up their prices #SportsDirect #BoycottSportsDirect #coronavirus...,Neutral,hiked up their prices #SportsDirect #covid
35699,80651,"Louisiana, USA",07-04-2020,[RD] Atomic Robot Comics &amp; Toys has reduced prices by 25% until further notice in...,Neutral,"Atomic Robot Comics & Toys has reduced prices 25% until further notice in response to covid pandemic. We are shipping, world-wide, next day. http #backissueking http"
19885,64837,"Louisville, KY",22-03-2020,[RD] My 3 year old keeps hollering at people wearing masks at the grocery store that ...,Neutral,My year old hollering at people wearing masks at the grocery store that they have the #covid. http
4029,48981,,16-03-2020,[RD] @ASDA @Tesco @Morrisons @sainsburys donÂt you think itÂs about time you reduce...,Neutral,@user @user @user @user donÂt think itÂs about time you reduce your minimum online shopping basket Â£40 as you donÂt have the product in stock that people need. I think forgot about us single disabled people. Put your customers
9110,54062,,18-03-2020,[RD] Does @realDonaldTrump realize how much of our consumer driven economy comes thro...,Neutral,@user realize how much consumer driven economy comes through trade with We ANYTHING anymore! #TrumpCrash #TrumpPlague #CoronaVirusChallenge #covid #CPACPatientZero #covid
17402,62354,Singapore,21-03-2020,"[RD] China Mobile sticking to full-year goals despite impact on services.

#5G #C...",Neutral,Mobile sticking to goals services. #5G #Consumer #covid #Smartphones
33665,78617, USA,06-04-2020,[RD] Things what I seen at the grocery store during the pandemic...,Neutral,Things what seen the grocery store during the pandemic
18288,63240,The America's.,21-03-2020,[RD] #Canada: COVID-19: Should I wear a mask at the supermarket? https://t.co/LTmESLk...,Neutral,#Canada: covid: Should I a mask the supermarket? http
17514,62466,,21-03-2020,[RD] Ice cream run to the grocery store!!! #Covid_19 #SocialDistancing https://t.co/c...,Neutral,Ice cream run the grocery store! #covid http
31229,76181,"Virginia, USA",03-04-2020,[RD] @GiantFoodStores it not social distancing when the whole store is standing up fr...,Neutral,it social distancing when the whole store is up front waiting to get out in of busiest stores with only registers open #covid #covid #grocery http
39343,84295,"Chandan Nagar, India",09-04-2020,[RD] @Canon_India Always leading from this front. @Canon_india https://t.co/UP4LcUDJb...,Neutral,this front. @user http
9480,54432,Moskau,19-03-2020,[RD] The Russian consumer protection agency Rospotrebnadsor has obliged all persons e...,Neutral,Russian consumer agency Rospotrebnadsor obliged all the Russian Federation to out a 14-day self-quarantine - regardless of nationality or residence status. #covid #covid19russia http http
3942,48894,,16-03-2020,[RD] IÂve been online shopping for the past 2 days now #coronavirus...,Neutral,IÂve been online shopping for the past 2 now #covid
14161,59113,,20-03-2020,"[RD] ???

Teens cough on grocery store produce &amp; upload videos on social medi...",Neutral,? Teens on grocery store produce & upload videos on social media . #covid #covid https://t.co/RAyjXWsfO9
32692,77644,Alameda CA,05-04-2020,[RD]  The price of a 100 gram bar of resin went from 280 euros to 500 euros in a week...,Neutral,The price of a gram bar of resin went from 280 euros to 500 a week said police official
39168,84120,"Melbourne, Victoria",09-04-2020,[RD] My little #covid19australia game is what will first reappear on my #supermarket ...,Neutral,My little is what will first reappear on my * UHT skim milk * #toiletpaper #sanitizer * #disinfectant * #flour #covid #Hoarders #panicbuying #panicshopping #Lockdownaustralia #SupermarketStakeout #StayHomeAustralia
41065,86017,New Jersey,10-04-2020,[RD] New #research about #CX in #restaurants during #COVID19. How do most #consumers ...,Neutral,New #research about #CX in #restaurants during #covid. How do most #consumers get their #restaurant orders? ( prefer #drivethru.) @user #online #ordering #offprem #curbsidepickup https://t.co/KPfUCBISKl http
36036,80988,,07-04-2020,"[RD] If you MUST go to bank, ATM, grocery store, Carry Q-tips to use on the key pads ...",Neutral,"If you MUST go to bank, ATM, grocery store, Carry Q-tips to on key pads not use your hands. However still your hands and sanitize often. #covid #StaySafe"
7879,52831,"Boston, MA",18-03-2020,"[RD] REDUCED PRICES DUE TO #coronavirus 

Hire me: for your assignments/research ...",Neutral,REDUCED PRICES DUE TO me: for your assignments/research papers/ Essays/ labreports/ Annotated spring classes: team is 24/7 I take and Paypal http
27052,72004,"Columbia, TN",25-03-2020,[RD] Where is the first place youÂre gonna go when quarantine is over? (Someplace th...,Neutral,Where is the first place youÂre gonna go when quarantine over? (Someplace thatÂs not grocery store) Â Â Â Â @thefaintinggoatcoffee #mcag #muletown #latte http
25453,70405,"Calgary, Alberta",25-03-2020,[RD] Stay up to date on how the is monitoring the rapid evolution of COVID 19 and ass...,Neutral,Stay up date on how is monitoring rapid of covid assessing its on banks and other REs
28358,73310,"Bel Air, MD",26-03-2020,"[RD] We donÂt have enough personal protective equipment (#PPE) for #hospitals, #doct...",Neutral,"We have enough personal for #hospitals, #doctors #nurses, supermarket #cashiers, delivery #drivers, #truckersÂ LET'S FIX THAT! For all the details, go to http #covid #covid #COVID #covid http"
30755,75707,Auckland,02-04-2020,[RD] TAANZ CEO Andrew Olsen comes out swinging over comments made by Consumer NZ on R...,Neutral,CEO Andrew Olsen comes out swinging over made by Consumer NZ Radio New Zealand @user @user Memo #travelagents #airlines #covid http
4659,49611,"London, ON",17-03-2020,[RD] My wife got laid off yesterday because the small retail store she works at got w...,Neutral,My wife got yesterday because the small retail store she works at got walloped by walk-in business vanishing from covid. How we thinking it's taking EI to process claims right now?
29125,74077,USA,31-03-2020,[RD] How consumer trends have changed amid the coronavirus pandemic #coronavirusupdat...,Neutral,How consumer trends have changed the covid pandemic #coronavirusupdates #coronavirusupdate #covid #covid #covid #money #shopping #family http via @user
30742,75694,Where the Social Media are.,02-04-2020,"[RD] As a result of the #Coronavirus pandemic, consumer behavior has changed drastica...",Neutral,"As a of the #covid pandemic, consumer behavior changed drastically. Here's how different are adapting to their new reality. http #stayathome"
36030,80982,"Washington, DC",07-04-2020,"[RD] For #trade:
I will give you #toiletpaper in trade for #eggs.
Let the bidding...",Neutral,I will give #toiletpaper in trade for #eggs. Let the bidding begin. #COVID #covid #covid
